127.0.0.1 - - [20/Jan/2018:05:07:18 -0700] "GET / HTTP/1.1" 404 994
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/contact/contact.component.js HTTP/1.1" 200 118
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/navigation/navigation.component.js HTTP/1.1" 200 318
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/notFound/notFound.component.js HTTP/1.1" 200 121
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/navigation/navigation.component.html HTTP/1.1" 200 374
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/appModule/todoList/todoList.component.html HTTP/1.1" 200 2107
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/app/authModule/logout/logout.component.html HTTP/1.1" 200 46
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/rest/user/152/todo HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:32 -0700] "GET /MVCProject/rest/auth/unauthorized HTTP/1.1" 401 12
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:34 -0700] "POST /MVCProject/rest/auth/logout HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:34 -0700] "GET /MVCProject/app/appModule/home/home.component.html HTTP/1.1" 200 13
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:35 -0700] "GET /MVCProject/app/authModule/login/login.component.html HTTP/1.1" 200 196
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:50 -0700] "POST /MVCProject/rest/auth/login HTTP/1.1" 401 -
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:18:55 -0700] "GET /MVCProject/app/authModule/register/register.component.html HTTP/1.1" 200 328
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:19:09 -0700] "POST /MVCProject/rest/auth/register HTTP/1.1" 405 -
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:19:25 -0700] "POST /MVCProject/rest/auth/register HTTP/1.1" 200 121
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:19:27 -0700] "GET /MVCProject/rest/user/2/todo HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:19:31 -0700] "POST /MVCProject/rest/user/2/todo HTTP/1.1" 200 141
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:19:31 -0700] "GET /MVCProject/rest/user/2/todo HTTP/1.1" 200 159
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:19:59 -0700] "GET /MVCProject/ HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [20/Jan/2018:05:20:00 -0700] "GET /MVCProject/rest/user/2/todo HTTP/1.1" 200 159
